0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.16839985461005305,-0.07013878789760934,0.20519211786144168,2.8138105998663137,-0.027808630443731865,0.562101971435404,0.7407835834418639,2.3134925193297455,-1.2481061133658944,-0.351083964045047,-1.39572336006904,0,0,0,0,0,0,100,0,0,0
-0.6585424547996973,0.23109289404291627,0.04161443073796958,-0.9357678558405303,0.16197286317226264,-1.2553328955013696,-0.15692511269026477,-0.004879203565810929,0.7449917317447748,0.002322073351097276,-0.8276542738306992,0,0,0,0,0,0,100,0,0,0
1.46788062653966,0.03027177274923272,0.5323474921083867,0.10469108736608095,0.20941823657626127,-0.31730199643722845,-0.9837620696540675,0.35943635288920717,0.4792453523966852,-0.4394354733940832,-0.34073791419783556,0,0,0,0,0,0,100,0,0,0
0.40466908586998185,-0.4717810304849773,-0.12196325638550297,0.41879190040958614,0.5889812238082499,0.6793558338184216,1.1187661923396024,0.5250343330960536,0.014189188537529828,-0.7928415107902275,-0.5030433674087896,0,0,0,0,0,0,100,0,0,0
1.46788062653966,0.03027177274923272,0.5323474921083867,0.10469108736608095,0.20941823657626127,-0.31730199643722845,-0.9837620696540675,0.35943635288920717,0.4792453523966852,-0.4394354733940832,-0.34073791419783556,0,0,0,0,0,0,100,0,0,0
-0.7766770704296612,0.4319140153366004,-1.4305847533732823,0.12432238818129995,-0.027808630443731865,-0.31730199643722845,-0.06242946046583017,0.2931971608064833,-0.0522474062994911,-0.17438094534697512,-0.7465015472252221,0,0,0,0,0,0,100,0,0,0
0.16839985461005305,-0.07013878789760934,0.20519211786144168,2.8138105998663137,-0.027808630443731865,0.562101971435404,0.7407835834418639,2.3134925193297455,-1.2481061133658944,-0.351083964045047,-1.39572336006904,0,0,0,0,0,0,100,0,0,0
-0.6585424547996973,0.23109289404291627,0.04161443073796958,-0.9357678558405303,0.16197286317226264,-1.2553328955013696,-0.15692511269026477,-0.004879203565810929,0.7449917317447748,0.002322073351097276,-0.8276542738306992,0,0,0,0,0,0,100,0,0,0
1.46788062653966,-0.07013878789760934,0.6141363356701226,-0.9652148070633588,-0.5971531112917147,-1.4312136890758962,-1.7869751135617618,-1.0647062768895033,-1.3145427082029153,0.6207826387943506,1.201163891306234,0,0,0,0,0,100,0,0,0,0
2.0585537046894813,-0.4717810304849773,0.5323474921083867,-0.4253540346448342,-0.5022623644837174,-1.0794521019268433,-0.7002751129807637,0.22695796872375942,-0.31799378564758074,0.35572811074724203,-0.6653488206197451,0,0,0,0,0,100,0,0,0,0
