0,1,2,3,4,5,6,7,y
-1.1391757393067634,-0.5764698760682356,-0.4324229661909402,-1.0491574426831083,-0.6421483365992471,-0.6082232764802167,-0.7242138439051196,-0.6387542875279126,15
-1.1391757393067634,-1.4555861239164118,-1.4451117668707487,-1.1666208990799911,-1.229465437659157,-1.1712307521053231,-1.2043848760591498,-1.2116759425566976,7
0.06522961367115604,0.05147030096617571,0.12455587418295457,-0.10944979150804673,-0.3103192639033534,-0.4640933627201895,-0.3537961905291538,-0.20906304625632396,9
-1.1391757393067634,-0.702057911475118,-0.4324229661909402,-0.3443767043018123,-0.6380768142348804,-0.6487598147252244,-0.6053143502288836,-0.6029466840886135,10
1.2696349666490756,-0.8276459468820004,-1.090670686632816,-1.0491574426831083,-0.9729595287040492,-0.9843122701977879,-0.9391475440121616,-0.853599908163707,8
0.06522961367115604,0.05147030096617571,0.07392143414896409,0.24294057768260094,-0.10572526509392219,-0.5519225289177061,-0.3537961905291538,0.6503194362868536,20
0.06522961367115604,0.17705833637305807,0.17519031421694506,-0.3443767043018123,-0.12506499632466436,-0.29519112003265763,-0.28062727134377774,0.14901298813666677,16
-1.1391757393067634,-0.409019162192393,-0.3817885261569497,-0.3443767043018123,-0.6513092619190726,-0.6442557549202236,-0.6190335225761416,-0.5313314772100154,9
0.06522961367115604,0.009607622497214923,-0.28051964608896873,0.008013664888836045,-0.4538404272472829,-0.7455971005327426,-0.2989195011401217,-0.20906304625632396,14
-1.1391757393067634,-0.7857832684130396,-0.5843262862929116,-0.6967670734924603,-0.862010544275054,-0.8649546853652652,-0.9071361418685596,-0.7461770978458098,10
-1.1391757393067634,-0.2834311267855106,-0.28051964608896873,-0.10944979150804673,-0.5861649040892037,-0.6397516951152227,-0.7790905332941516,-0.35229346001352013,11
0.06522961367115604,0.0933329794351365,-0.02734744591901632,0.12547712128571817,-0.29505105503697804,-0.3920284058401758,-0.08398580103307957,-0.24487064969562305,10
-1.1391757393067634,-0.19970576984758903,-0.0779818859530068,-0.2269132479049295,-0.335766278680646,-0.4573372730126882,-0.4315381671636156,0.005782574379470397,12
1.2696349666490756,-1.413723445447451,-1.2932084467687772,-1.2840843554768735,-1.0971409608172364,-1.1914990212278271,-1.2866999101426975,-0.889407511603006,7
0.06522961367115604,-0.702057911475118,-0.685595166360892,-0.9316939862862255,-0.7704012910768011,-0.7726214593627478,-0.8522594524795277,-0.7819847012851088,10
-1.1391757393067634,-1.3299980885095295,-1.1413051266668064,-1.4015478118737563,-1.1683926021936553,-1.1824909016178253,-1.2546885079990957,-0.9968303219209032,7
-1.1391757393067634,-1.413723445447451,-1.2932084467687772,-1.0491574426831083,-1.1887502140154893,-1.1892469913253265,-1.0809123249338277,-1.1758683391173987,11
1.2696349666490756,-1.204410053102647,-1.3438428868027676,-0.9316939862862255,-1.229465437659157,-1.2590599183028397,-1.1998118186100637,-1.1042531322388005,10
0.06522961367115604,0.34450905024890033,0.32709363431891647,0.36040403407948374,0.22406804641978814,0.3061008639349561,0.30929713958831623,0.22062819501526496,12
0.06522961367115604,0.21892101484201887,0.07392143414896409,-0.10944979150804673,-0.13422592164448977,-0.1870936847126371,0.2727126799956282,-0.28067825313492195,9
0.06522961367115604,0.30264637177994047,0.32709363431891647,0.008013664888836045,0.20167467341577078,0.10341817270991785,0.0714981522358443,0.4354738156510591,11
0.06522961367115604,0.4700970856557827,0.42836251438689743,1.0651847724607797,0.3380706726220585,0.15746689036992811,0.8397718036822924,0.32805100533316184,11
-1.1391757393067634,0.5538224425937043,0.37772807435290695,0.008013664888836045,0.20676407637122937,-0.015939412122604822,0.4922194375517564,0.2922434018938631,12
-1.1391757393067634,0.6794104780005866,0.6815347145568493,0.9477213160638969,0.21796076287323796,0.1552148604674277,0.35502771407917627,0.39966621221176,15
-1.1391757393067634,0.4700970856557827,0.6309002745228588,0.5953309468732493,0.3421421949864253,0.15296283056492727,0.5653883567371322,0.6503194362868536,10
0.06522961367115604,1.3073506550349985,1.5423201951346874,0.5953309468732493,1.6480829933570742,1.1078235092251079,0.9175137803167545,1.5813171257086291,15
-1.1391757393067634,1.1817626196281161,1.187879114896754,0.5953309468732493,1.0353188775198718,0.8646042797550617,1.621764627475998,0.7935498500440497,18
0.06522961367115604,1.3073506550349985,1.4410513150667066,0.8302578596670142,1.9717690213242343,2.0514240383727858,1.9418786489120183,1.5455095222693302,19
-1.1391757393067634,-0.4927445191303141,-0.5336918462589212,-0.8142305298893431,-0.7123820973845744,-0.5969631269677146,-0.5138532012471637,-0.8177923047244079,8
0.06522961367115604,0.1351956579040973,0.6815347145568493,0.36040403407948374,0.7889917744756809,0.7700190238500437,1.1644588825673983,0.7219346431654519,16
0.06522961367115604,-0.6183325545371965,-0.5336918462589212,-0.8142305298893431,-0.6248443665506883,-0.5519225289177061,-0.5824490629834536,-0.6745618909672118,8
0.06522961367115604,0.4282344071868219,0.37772807435290695,-0.10944979150804673,0.10904753962642626,0.09666208300241656,0.21326293315751016,0.14901298813666677,11
0.06522961367115604,-0.6183325545371965,-0.7362296063948826,-0.8142305298893431,-0.8233310818135695,-0.7793775490702491,-0.8156749928868396,-0.889407511603006,9
0.06522961367115604,0.21892101484201887,0.17519031421694506,-0.10944979150804673,0.044921062387649306,0.01108494670740031,0.14466707142122037,0.22062819501526496,14
1.2696349666490756,-2.3765650502335482,-2.356531687482577,-2.223792006651935,-1.5460263014886755,-1.4775068188453813,-1.4330377485134496,-1.5697519769496882,5
1.2696349666490756,-2.6696037995162736,-2.6097038876525285,-1.9888650938581698,-1.6030276145898104,-1.504531177675386,-1.5107797251479114,-1.6270441424525666,5
1.2696349666490756,-1.1206846961647254,-1.1413051266668064,-1.0491574426831083,-1.2752700642582837,-1.2252794697653333,-1.2363962782027518,-1.1758683391173987,7
-1.1391757393067634,-0.4508818406613538,-0.3817885261569497,-0.46184016069869505,-0.5088059791662346,-0.2996951798376585,0.4281966332645523,-0.7103694944065106,9
0.06522961367115604,-0.5346071975992749,-0.3311540861229592,-0.46184016069869505,-0.7510615598460588,-0.8199140873152568,-0.6418988098215717,-0.6387542875279126,7
1.2696349666490756,-1.6648995162612152,-1.6476495270067106,-1.6364747246675215,-1.3607720339099862,-1.2793281874253435,-1.4147455187171056,-1.3907139597531928,6
1.2696349666490756,-0.03225505597174587,0.0232869941149736,-0.46184016069869505,-0.47725168084239206,-0.5451664392102049,-0.6327526949233996,-0.35229346001352013,8
-1.1391757393067634,-1.036959339226804,-0.8881329264968539,-1.0491574426831083,-1.0716939460399437,-1.0180927187352942,-1.0992045547301716,-0.9968303219209032,7
-1.1391757393067634,-0.3252938052544714,-0.48305740622493065,-0.2269132479049295,-0.5861649040892037,-0.45058118330518687,-0.7699444183959796,-0.5671390806493145,10
0.06522961367115604,-0.4508818406613538,-0.48305740622493065,-0.46184016069869505,-0.7164536197489412,-0.6712801137502287,-0.6830563268633457,-0.6387542875279126,10
0.06522961367115604,-0.19970576984758903,-0.0779818859530068,0.008013664888836045,-0.34187356222719617,-0.4640933627201895,-0.04282828399130579,-0.13744783937772578,8
-1.1391757393067634,-0.6601952330061572,-0.5843262862929116,-0.46184016069869505,-0.78770526112536,-0.7546052201427444,-0.7745174758450656,-0.7461770978458098,8
-1.1391757393067634,-0.4508818406613538,-0.22988520605497825,-0.10944979150804673,-0.48844836734440067,-0.37401216662017234,-0.5504376608398517,-0.49552387377071627,8
1.2696349666490756,-2.3347023717645876,-2.2046283673806055,-1.871401637461287,-1.513454122573741,-1.4302141908928723,-1.5199258400460836,-1.5339443735103893,4
-1.1391757393067634,-0.6183325545371965,-0.6349607263269021,-0.8142305298893431,-0.8508138577730454,-0.8086539378027546,-0.6190335225761416,-0.7461770978458098,7
-1.1391757393067634,-0.15784309137862823,-0.02734744591901632,-0.6967670734924603,-0.41617884537689015,-0.2456464621776482,-0.18459306491297164,-0.4597162703314174,9
0.06522961367115604,0.05147030096617571,0.0232869941149736,-0.2269132479049295,-0.27062192085077724,-0.2591586415926508,0.12180178417579034,-0.28067825313492195,10
-1.1391757393067634,-0.8276459468820004,-0.8374984864628635,-1.0491574426831083,-0.9179939767850974,-0.8514425059502627,-0.9162822567667316,-0.9968303219209032,7
-1.1391757393067634,-0.409019162192393,-0.5336918462589212,-0.46184016069869505,-0.7113642167934827,-0.5654347083327086,-0.7196407864560336,-0.7461770978458098,8
0.06522961367115604,0.34450905024890033,0.32709363431891647,0.4778674904763665,0.17419189745629501,-0.024947531732606536,0.12180178417579034,0.5787042294082555,12
