0,1,2,3,4,5,6,7,8,9,10,11,12,y
-0.4062420699344917,0.2981242171711212,-1.2911109166221073,-0.2669310858359099,-0.14223481288650597,0.3980783662050993,-0.1316982608905524,0.1426647216328606,-0.9854928517026875,-0.6629190501089524,-1.4353179458745824,0.43748424671745684,-1.0769773475127524,24.0
-0.4038731011735001,-0.4850561587486892,-0.5970450111130617,-0.2669310858359099,-0.7425960862021346,0.1780213961785802,0.3569194593041856,0.5614878836517291,-0.8706698928593076,-0.9828440148215941,-0.28785689558005767,0.43748424671745684,-0.4851049292924928,21.6
-0.403875358409099,-0.4850561587486892,-0.5970450111130617,-0.2669310858359099,-0.7425960862021346,1.269732598128324,-0.2779269216787587,0.5614878836517291,-0.8706698928593076,-0.9828440148215941,-0.28785689558005767,0.393551144967405,-1.21214051994286,34.7
-0.40330202056699144,-0.4850561587486892,-1.3100664980750856,-0.2669310858359099,-0.8383058544118719,1.002520563096123,-0.8236094851079188,1.0844080121739756,-0.7558469340159277,-1.101334742492943,0.12522908252597054,0.4129810179772561,-1.3672224756784568,33.4
-0.40358643225244634,-0.4850561587486892,-1.3100664980750856,-0.2669310858359099,-0.8383058544118719,0.1908818684528565,-0.3635241865303916,1.0844080121739756,-0.7558469340159277,-1.101334742492943,0.12522908252597054,0.40747588729113177,-1.0442536320823055,28.7
-0.3969907898326107,0.0588191023067347,-0.4803952790947348,-0.2669310858359099,-0.2640472451534451,-0.4064156216191244,-0.0817665230604335,0.844841736510008,-0.526201016329168,-0.5740510043554407,-1.481216387886364,0.4234515606547872,-0.01701352161348954,22.9
-0.39064118609304965,0.0588191023067347,-0.4803952790947348,-0.2669310858359099,-0.2640472451534451,-0.17778500340975362,0.9703665240742212,1.0310702545665107,-0.526201016329168,-0.5740510043554407,-1.481216387886364,0.43748424671745684,0.9390880770500066,27.1
-0.38311443398868905,0.0588191023067347,-0.4803952790947348,-0.2669310858359099,-0.2640472451534451,-0.9508422812301873,1.109462079458125,1.0939104416850638,-0.526201016329168,-0.5740510043554407,-1.481216387886364,0.32662602682236286,2.472834391572699,16.5
-0.3815738706924749,0.0588191023067347,-0.4803952790947348,-0.2669310858359099,-0.2640472451534451,0.1151479761710026,0.9061685754354966,1.2202593285510914,-0.526201016329168,-0.5740510043554407,-1.481216387886364,0.3902048890601529,1.1240482077438378,15.0
-0.3936974830938907,0.0588191023067347,-0.4803952790947348,-0.2669310858359099,-0.2640472451534451,-0.41070244571054904,0.4995815673902405,1.1629582460721675,-0.526201016329168,-0.5740510043554407,-1.481216387886364,0.43748424671745684,0.10249917821944748,18.9
-0.3963711786607268,0.0588191023067347,-0.4803952790947348,-0.2669310858359099,-0.2640472451534451,-0.5821754093675772,-1.066135068854212,0.792506747845924,-0.526201016329168,-0.5740510043554407,-1.481216387886364,0.3684002537935425,0.44965511582940765,21.7
-0.33587952184718345,-0.4850561587486892,-0.44102599453854935,-0.2669310858359099,-0.14223481288650597,-0.4964389275390637,-0.25296105276369923,0.43752654188898993,-0.6410239751725478,-0.5977491498897105,1.1808932487969335,0.43748424671745684,-0.6103087100698555,20.4
-0.336147004265647,-0.4850561587486892,-0.44102599453854935,-0.2669310858359099,-0.14223481288650597,-0.6607671843770492,-0.44198834597772185,0.33777490747359656,-0.6410239751725478,-0.5977491498897105,1.1808932487969335,0.42366744813267426,-0.5804305351116211,19.9
-0.2880069406490031,-0.4850561587486892,-0.44102599453854935,-0.2669310858359099,-0.14223481288650597,-0.5164441066323839,-1.412090680962895,0.33777490747359656,-0.6410239751725478,-0.5977491498897105,1.1808932487969335,0.3290007890791227,-0.8493341097357296,23.1
-0.31844914855287465,-0.4850561587486892,-0.44102599453854935,-0.2669310858359099,-0.14223481288650597,-0.437852331622912,0.45678293496442396,0.22283848620128854,-0.6410239751725478,-0.5977491498897105,1.1808932487969335,0.32792135168968634,0.3016870112743426,17.5
-0.3163600770061403,-0.4850561587486892,-0.44102599453854935,-0.2669310858359099,-0.14223481288650597,-1.2009070198966862,-1.1517323337058447,0.0025158240698258307,-0.6410239751725478,-0.5977491498897105,1.1808932487969335,-0.7273366402231088,-0.12229851908536268,20.2
-0.265676108869594,-0.4850561587486892,-0.44102599453854935,-0.2669310858359099,-0.14223481288650597,-1.0380077044225098,1.0416975781172486,0.0031843366987465366,-0.6410239751725478,-0.5977491498897105,1.1808932487969335,0.21803462544508462,1.2051461112019024,13.6
-0.3107926054015802,-0.4850561587486892,-0.44102599453854935,-0.2669310858359099,-0.14223481288650597,-0.47357586571812665,0.7242743876257768,0.10556227072775728,-0.6410239751725478,-0.5977491498897105,1.1808932487969335,0.3903128327990964,0.18217431144140558,19.6
-0.26785659845808174,-0.4850561587486892,-0.44102599453854935,-0.2669310858359099,-0.14223481288650597,-0.22065324432400968,0.8134382051795611,0.0886584513964749,-0.6410239751725478,-0.5977491498897105,1.1808932487969335,0.43748424671745684,0.8779089568974318,15.2
-0.29539938723523224,-0.4850561587486892,-0.44102599453854935,-0.2669310858359099,-0.14223481288650597,-0.690774953017029,1.109462079458125,0.14514776854028077,-0.6410239751725478,-0.5977491498897105,1.1808932487969335,0.4120095243267638,1.0429503042857735,14.5
-0.3120905158709182,-0.4850561587486892,-0.44102599453854935,-0.2669310858359099,-0.14223481288650597,-0.9965684048720614,0.5994450430504789,0.316764510564658,-0.6410239751725478,-0.5977491498897105,1.1808932487969335,-0.5715738249274701,0.5634767347179193,13.9
